Walmart.com Order #,Walmart.com Order Line #,Walmart.com PO #,Walmart.com P.O. Line #,Partner Order #,Transaction Type,Transaction Date Time,Shipped Qty,Partner Item ID,Partner GTIN,Partner Item name,Product tax code,Shipping tax code,Gift wrap tax code,Ship to state,Ship to county,County Code,Ship to city,Zip code,shipping_method,Total tender to / from customer,Payable to Partner from Sale,Commission from Sale,Commission Rate,Gross Sales Revenue,Refunded Retail Sales,Sales refund for Escalation,Gross Shipping Revenue,Gross Shipping Refunded,Shipping refund for Escalation,Net Shipping Revenue,Gross Fee Revenue,Gross Fee Refunded,Fee refund for Escalation,Net Fee Revenue,Gift Wrap Quantity,Gross Gift-Wrap Revenue,Gross Gift-Wrap Refunded,Gift wrap refund for Escalation,Net Gift Wrap Revenue,Tax on Sales Revenue,Tax on Shipping Revenue,Tax on Gift-Wrap Revenue,Tax on Fee Revenue,Effective tax rate,Tax on Refunded Sales,Tax on Shipping Refund,Tax on Gift-Wrap Refund,Tax on Fee Refund,Tax on Sales refund for Escalation,Tax on Shipping Refund for Escalation,Tax on Gift-Wrap Refund for escalation,Tax on Fee Refund for escalation,Total NET Tax Collected,Tax Withheld,Adjustment Description,Adjustment Code,Original Item price,Original Commission Amount,Spec Category,Contract Category,Product Type,Flex Commission Rule,Return Reason Code,Return Reason Description,Fee Withheld Flag,Fulfillment Type,Fulfillment Details,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings,Total Walmart Funded Savings Program,Item Condition
200012097407445,1,108919151318631,1,,SALE,07/08/2024,1,WLM202310008GR,06976391063174,GetYes Wood Platform Twin Daybed with Pop up Trundle Gray,2038710,,,FL,,,Deland,32724,Marketplace value,191.69,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012096938217,1,108918535121733,1,,SALE,07/02/2024,1,WLM202310011NL,06976391063228,GetYes 59 Lower TV Stand with Rattan Sliding Doors Farmhouse Boho Console Media Cabinet Home entertainment up to 65 TV Natural,2038710,,,MD,,,Hanover,21076,Marketplace standard,127.19,101.99,18.00,15.00,119.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,Y,,,,-18.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012092980025,1,108918223701504,1,,SALE,06/30/2024,1,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,TN,,,Dickson,37055,Marketplace value,197.54,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,17.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012075948688,3,108916560316653,3,,REFUNDED,07/03/2024,2,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,,,,Edison,08817,,-383.84,-305.98,-54.00,0.00,0.00,-359.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.86,Y,Return Refund,5010,,,Furniture,Furniture & Decor,,,1000,No Longer Wanted,N,Seller Fulfilled,,,,,,,
200012062981710,1,108917180324496,1,,REFUNDED,07/01/2024,1,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,,,,Eagle Pass,78852,,-194.84,-152.99,-27.00,0.00,0.00,-179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.85,Y,Return Refund,5010,,,Furniture,Furniture & Decor,,,1022,Lost in Transit,N,Seller Fulfilled,,,,,,,
200012058848710,1,108918842966627,1,,SALE,07/05/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,TX,,,Manor,78653,Marketplace value,216.49,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012058447395,1,108918946994274,1,,SALE,07/07/2024,1,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,CT,,,Stamford,06901,Marketplace expedited,191.42,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,11.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.43,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012048870669,2,108919567771454,2,,SALE,07/12/2024,1,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,CA,,,Salinas,93906,Marketplace expedited,196.64,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,16.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.65,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012042879157,4,108918739071703,4,,SALE,07/03/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,MS,,,Houlka,38850,Marketplace value,213.99,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012032854664,1,108918120939473,1,,SALE,06/30/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,VA,,,Woodbridge,22191,Marketplace standard,211.99,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012030662311,1,108916666081593,1,,REFUNDED,07/01/2024,1,WLM202310008GR,06976391063174,GetYes Wood Platform Twin Daybed with Pop up Trundle Gray,2038710,,,,,,Los Angeles,90011,,-197.09,-152.99,-27.00,0.00,0.00,-179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.10,Y,Return Refund,5010,,,Furniture,Furniture & Decor,,,1000,No Longer Wanted,N,Seller Fulfilled,,,,,,,
200012021231075,1,108915734655671,1,,ADJMNT,07/07/2024,1,WLM202311002BK,06976391063433,GetYes Royal Velvet High Back Armless Chair with Storage Century Comfy Comfortable Room Black,2038710,,,MA,,,Everett,02149,Marketplace expedited,0.00,-28.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,Walmart Return Shipping Charge,5013,,,Furniture,Furniture & Decor,,,,,N,Seller Fulfilled,,,,,,,
200011993169849,1,108918535113010,1,,SALE,07/02/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,TX,,,Houston,77007,Marketplace value,216.49,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011987529060,1,108918429479774,1,,SALE,06/30/2024,1,WLM202310006BK,06976391063150,GetYes 40 Gallons Fish Aquarium Stand with Cabinet for Fish Accessories Storage Metal & MDF Black,2038710,,,KS,,,Topeka,66614,Marketplace value,174.95,135.99,24.00,15.00,159.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,14.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.96,Y,,,,-24.00,Furniture,Furniture & Decor,Aquarium Stands,BSE-51-11.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011969070640,8,108918328828708,8,,SALE,06/30/2024,1,WLM202404005BK,06976391064164,GetYes Metal Modern TV Console with Sliding Door Black Up to 70 Inch Televisions,2038710,,,NY,,,Putnam Valley,10579,Marketplace expedited,173.39,135.99,24.00,15.00,159.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.40,Y,,,,-24.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011957048566,1,108918226155278,1,,SALE,06/30/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,IN,,,Indianapolis,46227,Marketplace value,213.99,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011934451435,3,108919150830985,3,,SALE,07/07/2024,1,WLM202310008GR,06976391063174,GetYes Wood Platform Twin Daybed with Pop up Trundle Gray,2038710,,,AZ,,,Phoenix,85041,Marketplace value,195.47,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,15.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011934451435,4,108919150830986,4,,SALE,07/07/2024,1,WLM202310007WH,06976391063167,GetYes Wood Platform Twin Daybed with Pop Up Trundle for Bedroom Rustic Sturdy White,2038710,,,AZ,,,Phoenix,85041,Marketplace standard,195.47,152.99,27.00,15.00,179.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,15.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,Y,,,,-27.00,Furniture,Furniture & Decor,Daybeds,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011916760200,1,108918429639448,1,,SALE,06/30/2024,1,WLM202311003BN,06976391063440,GetYes Large Corner Bar Cabinet with Glass Holder and Adjustable Shelves Storage Compact Metal Wood Rustic Brown,2038710,,,KS,,,Bonner Springs,66012,Marketplace value,147.48,127.49,22.50,15.00,149.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,Y,,,,-22.50,Furniture,Furniture & Decor,Bar Cabinets,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,-15.00,,
200011872431175,1,108914793161973,1,,ADJMNT,07/07/2024,1,WLM202401011SL,06976391065031,GetYes Hexagonal Chicken Coop with Galvanized Steel Frame & Water-Resistant Oxford Tarp,2038710,,,FL,,,Clearwater,33765,Marketplace value,0.00,-34.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,Walmart Return Shipping Charge,5013,,,Animal Accessories,Pet Supplies,,,,,N,Seller Fulfilled,,,,,,,
200011867880283,1,108918226294094,1,,SALE,06/30/2024,1,WLM202312007WH,06976391064188,GetYes Modern 59 TV Stand with 23 Electric Fireplace&reg;White&reg;12 Flame Colors,2038710,,,WA,,,Bonney Lake,98391,Marketplace value,218.99,169.99,30.00,15.00,199.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,Y,,,,-30.00,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200011793643271,1,108914896961804,1,,ADJMNT,06/30/2024,1,WLM202401003SL,06976391064959,GetYes Steeple Chicken Coop with Galvanized Steel Frame & Water-Resistant Oxford Tarp,2038710,,,TN,,,Memphis,38133,Marketplace value,0.00,-45.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,Walmart Return Shipping Charge,5013,,,Animal Accessories,Pet Supplies,,,,,N,Seller Fulfilled,,,,,,,
