Walmart.com Order #,Walmart.com Order Line #,Walmart.com PO #,Walmart.com P.O. Line #,Partner Order #,Transaction Type,Transaction Date Time,Shipped Qty,Partner Item ID,Partner GTIN,Partner Item name,Product tax code,Shipping tax code,Gift wrap tax code,Ship to state,Ship to county,County Code,Ship to city,Zip code,shipping_method,Total tender to / from customer,Payable to Partner from Sale,Commission from Sale,Commission Rate,Gross Sales Revenue,Refunded Retail Sales,Sales refund for Escalation,Gross Shipping Revenue,Gross Shipping Refunded,Shipping refund for Escalation,Net Shipping Revenue,Gross Fee Revenue,Gross Fee Refunded,Fee refund for Escalation,Net Fee Revenue,Gift Wrap Quantity,Gross Gift-Wrap Revenue,Gross Gift-Wrap Refunded,Gift wrap refund for Escalation,Net Gift Wrap Revenue,Tax on Sales Revenue,Tax on Shipping Revenue,Tax on Gift-Wrap Revenue,Tax on Fee Revenue,Effective tax rate,Tax on Refunded Sales,Tax on Shipping Refund,Tax on Gift-Wrap Refund,Tax on Fee Refund,Tax on Sales refund for Escalation,Tax on Shipping Refund for Escalation,Tax on Gift-Wrap Refund for escalation,Tax on Fee Refund for escalation,Total NET Tax Collected,Tax Withheld,Adjustment Description,Adjustment Code,Original Item price,Original Commission Amount,Spec Category,Contract Category,Product Type,Flex Commission Rule,Return Reason Code,Return Reason Description,Fee Withheld Flag,Fulfillment Type,Fulfillment Details,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings,Total Walmart Funded Savings Program,Item Condition
200012255894020,1,108919358294275,1,,SALE,07/10/2024,1,TLH001NL,06973813983973,Tolead 48 Heavy-Duty Adjustable Workbench Rubber Wood Shop Table Metal Wheels Workstation,2038710,,,WI,,,Oregon,53575,Marketplace value,161.39,130.03,22.95,15.00,152.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,8.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,Y,,,,-22.95,Tools & Hardware Other,Tools & Home Improvement,Workbenches,BSE-61-16.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012254233221,1,108919256245787,1,,SALE,07/09/2024,1,NFN014WH,06973813985496,Tolead Single Tilt Out Trash Cabinet with Hideaway Drawer Coffee 10 Gallon White,2038710,,,MD,,,Cambridge,21613,Marketplace value,116.59,93.49,16.50,15.00,109.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,Y,,,,-16.50,Home Decor  Kitchen  & Other,Furniture & Decor,Cabinets,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012252435273,1,108919048911119,1,,SALE,07/07/2024,1,TLH013NL,06976391060364,Tolead 60 Heavy-Duty Adjustable Workbench with Power Outlets Rubber Wood Shop Table Metal Wheels Workstation,2038710,,,CT,,,New Fairfield,06812,Marketplace standard,220.12,175.93,31.05,15.00,206.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,13.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.14,Y,,,,-31.05,Tools & Hardware Other,Tools & Home Improvement,Workbenches,BSE-61-16.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012229259715,2,108918944559991,1,,SALE,07/05/2024,1,NFN019NL,06973813985595,Tolead Rattan Nightstand with Charging Station Boho Side Table with Handmade Rattan Decorated Door Bedroom Living Room Natural,2038710,,,NC,,,Hope Mills,28348,Marketplace value,72.21,57.37,10.12,15.00,67.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.72,Y,,,,-10.12,Furniture,Furniture & Decor,Nightstands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012227014616,2,108918946480719,1,,SALE,07/07/2024,1,TLH013NL,06976391060364,Tolead 60 Heavy-Duty Adjustable Workbench with Power Outlets Rubber Wood Shop Table Metal Wheels Workstation,2038710,,,TX,,,Angleton,77515,Marketplace value,220.95,175.93,31.05,15.00,206.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,13.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.97,Y,,,,-31.05,Tools & Hardware Other,Tools & Home Improvement,Workbenches,BSE-61-16.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012224908980,1,108918225077023,1,,SALE,06/30/2024,1,NFN026NL,06973813988411,Tolead 2Pcs Rattan Nightstand with Charging Station Boho Side Table with Handmade Rattan Decorated Door Bedroom Living Room Natural,2038710,,,SC,,,Murrells Inlet,29576,Marketplace value,140.39,110.49,19.50,15.00,129.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,Y,,,,-19.50,Furniture,Furniture & Decor,Nightstands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012224614485,1,108919153029543,1,,SALE,07/08/2024,1,JGWLMC003GN,06973813983881,Tolead 3-in-1 Convertible Baby High Chair with 2-Level Height Adjustable Legs 3-Level Adjustable Tray for Babies and Toddlers Baby Highchair with 5-Point Safety Belt & Footrest Green,2038710,,,AR,,,Ash Flat,72513,Marketplace value,69.04,53.53,9.45,15.00,62.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,Y,,,,-9.45,Baby Furniture,Baby,Baby Feeding Chairs,BSE-48-11.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012223535705,4,108918739090400,1,,SALE,07/03/2024,1,NFP012GR,06973813987711,Tolead 6pcs Adjustable Orthopedic Bed Wedge Pillow Set Sleeping Sitting Pillow Gray,2039972,,,KY,,,Lexington,40504,Marketplace value,105.99,84.99,15.00,15.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,Y,,,,-15.00,Bedding,Home & Garden,Wedge Pillows,BSE-67-9.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012223341394,1,108918741278949,1,,SALE,07/04/2024,1,NFJ002GR,06973813984550,Tolead Convertible Folding Sleeper Sofa Chair Bed with Adjustable Backrest Reading Bedroom Living Room,2038710,,,MD,,,Silver Spring,20910,Marketplace standard,234.25,188.88,32.11,14.53,220.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,13.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,Y,,,,-32.11,Furniture,Furniture & Decor,Sofas & Couches,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012220145895,1,108918224392040,1,,SALE,06/30/2024,1,NFK001GR,08711777064639,Tolead 2Pcs 24 X-Back 360&reg; Swivel Bar Stools with PVC Cushioned Seat Backrest Solid wood Top Gray,2038710,,,IN,,,Batesville,47006,Marketplace value,160.49,127.49,22.50,15.00,149.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,Y,,,,-22.50,Furniture,Furniture & Decor,Bar Stools,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012215375487,1,108919567960273,1,,SALE,07/12/2024,1,BPK002SL,06976391064126,Tolead Raised Toilet Seat with Handles Adjustable Bedside Commode Width w/Side Pocket,2038710,,,OH,,,LIMA,45801,Marketplace standard,74.78,63.69,6.30,9.00,69.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,Y,,,,-10.50,Medicine & Supplements,Home & Garden,Toilet Seats,SCE-19850_19940,,,N,Seller Fulfilled,Delivery,Others,4.20,,,,
200012205853580,1,108918844087181,1,,SALE,07/05/2024,1,TLH013NL,06976391060364,Tolead 60 Heavy-Duty Adjustable Workbench with Power Outlets Rubber Wood Shop Table Metal Wheels Workstation,2038710,,,TX,,,Spicewood,78669,Marketplace value,224.06,175.93,31.05,15.00,206.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,17.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.08,Y,,,,-31.05,Tools & Hardware Other,Tools & Home Improvement,Workbenches,BSE-61-16.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012202600065,2,108918325472443,1,,SALE,06/30/2024,1,JGWLMC015WH,08711777064622,Tolead Teddy Upholstered Accent Nursery Rocking Chair with Pockets & Adjustable Soft Cushion Beige,2038710,,,NV,,,Las Vegas,89123,Marketplace standard,173.39,135.99,24.00,15.00,159.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.40,Y,,,,-24.00,Furniture,Furniture & Decor,Rocking Chairs,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012197517231,1,108919461190192,1,,SALE,07/10/2024,1,NFN051NL,06976391060470,Tolead Rattan Low Profile TV Stands with Sliding Doors up to 65 TV Natural,2038710,,,NC,,,Morrisville,27560,Marketplace value,115.82,91.79,16.20,15.00,107.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,7.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.83,Y,,,,-16.20,Furniture,Furniture & Decor,Television Stands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012195333860,1,108918429500707,1,,SALE,06/30/2024,1,NFN019NL,06973813985595,Tolead Rattan Nightstand with Charging Station Boho Side Table with Handmade Rattan Decorated Door Bedroom Living Room Natural,2038710,,,UT,,,Neola,84053,Marketplace value,71.78,57.37,10.12,15.00,67.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,Y,,,,-10.12,Furniture,Furniture & Decor,Nightstands,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012192249310,1,108919256033086,1,,SALE,07/09/2024,1,NFP012GR,06973813987711,Tolead 6pcs Adjustable Orthopedic Bed Wedge Pillow Set Sleeping Sitting Pillow Gray,2039972,,,NC,,,Jacksonville,28546,Marketplace value,96.29,76.49,13.50,15.00,89.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,Y,,,,-13.50,Bedding,Home & Garden,Wedge Pillows,BSE-67-9.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012192249310,1,108919256033086,2,,SALE,07/09/2024,1,NFP012GR,06973813987711,Tolead 6pcs Adjustable Orthopedic Bed Wedge Pillow Set Sleeping Sitting Pillow Gray,2039972,,,NC,,,Jacksonville,28546,Marketplace value,96.29,76.49,13.50,15.00,89.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,Y,,,,-13.50,Bedding,Home & Garden,Wedge Pillows,BSE-67-9.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012192246268,1,108919050293150,1,,SALE,07/07/2024,1,JGWLMC003GN,06973813983881,Tolead 3-in-1 Convertible Baby High Chair with 2-Level Height Adjustable Legs 3-Level Adjustable Tray for Babies and Toddlers Baby Highchair with 5-Point Safety Belt & Footrest Green,2038710,,,TX,,,Fort Worth,76134,Marketplace value,68.18,53.53,9.45,15.00,62.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,Y,,,,-9.45,Baby Furniture,Baby,Baby Feeding Chairs,BSE-48-11.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012192098988,1,108918226342580,1,,SALE,06/30/2024,1,JGWLMA025GR,06973813988213,Tolead Single Tilt Out Trash Cabinet with Hideaway Drawer Coffee 10 Gallon Gray,2038710,,,TX,,,Waco,76705,Marketplace standard,119.06,93.49,16.50,15.00,109.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,9.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.07,Y,,,,-16.50,Furniture,Furniture & Decor,Cabinets,BSE-82-2.0,,,N,Walmart-fulfilled(WFS),Delivery,,0.00,,,,
200012192098988,1,108918226342580,1,,ADJMNT,06/30/2024,1,JGWLMA025GR,06973813988213,Tolead Single Tilt Out Trash Cabinet with Hideaway Drawer Coffee 10 Gallon Gray,2038710,,,TX,,,Waco,76705,Marketplace standard,0.00,-15.35,15.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,WFS Fulfillment fee,5041,,,Furniture,Furniture & Decor,,,,,N,Walmart-fulfilled(WFS),,,,,,,
200012190296995,1,108918532842378,1,,ADJMNT,07/02/2024,1,NFP012GR,06973813987711,Tolead 6pcs Adjustable Orthopedic Bed Wedge Pillow Set Sleeping Sitting Pillow Gray,2039972,,,CT,,,Southbury,06488,Marketplace standard,0.00,-14.95,14.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,WFS Fulfillment fee,5041,,,Bedding,Home & Garden,,,,,N,Walmart-fulfilled(WFS),,,,,,,New
200012190296995,1,108918532842378,1,,SALE,07/02/2024,1,NFP012GR,06973813987711,Tolead 6pcs Adjustable Orthopedic Bed Wedge Pillow Set Sleeping Sitting Pillow Gray,2039972,,,CT,,,Southbury,06488,Marketplace standard,106.34,84.99,15.00,15.00,99.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,Y,,,,-15.00,Bedding,Home & Garden,Wedge Pillows,BSE-67-9.0,,,N,Walmart-fulfilled(WFS),Delivery,,0.00,,,,New
200012188960103,1,108918737361016,1,,SALE,07/05/2024,1,NFP003GR-WL,06973813983768,Tolead 5pcs Orthopedic Washable Bed Wedge Pillow Set Adjustable Acid Reflux Reading Recovery Health Surgery,2039972,,,VA,,,Onley,23418,Marketplace standard,90.55,76.49,13.50,15.00,85.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,Y,,,89.99,-13.50,Bedding,Home & Garden,Wedge Pillows,BSE-67-9.0,,,N,Walmart-fulfilled(WFS),Delivery,,0.00,,-4.00,WM_DISC,
200012188960103,1,108918737361016,1,,ADJMNT,07/06/2024,1,NFP003GR-WL,06973813983768,Tolead 5pcs Orthopedic Washable Bed Wedge Pillow Set Adjustable Acid Reflux Reading Recovery Health Surgery,2039972,,,VA,,,Onley,23418,Marketplace standard,0.00,-14.55,14.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,WFS Fulfillment fee,5041,89.99,,Bedding,Home & Garden,,,,,N,Walmart-fulfilled(WFS),,,,,,,
200012181513856,1,108918327547933,1,,SALE,06/30/2024,1,NFN056NL-WL,06976391060005,Tolead Wood Sideboard Buffet Cabinet with Storage Rattan Doors Rustic Modern Kitchen Shelf,2038710,,,RI,,,West Warwick,02893,Marketplace standard,96.29,76.49,13.50,15.00,89.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,Y,,,,-13.50,Furniture,Furniture & Decor,Credenzas & Sideboards,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,New
200012173832243,1,108918224070559,1,,SALE,06/30/2024,1,WL-BBC001GR,06973813988329,Betterhood Play Couch Sofa for Kids Imaginative Play Set Medium Gray Suede Covers Sponge Filled,2038710,,,OR,,,Salem,97306,Marketplace standard,116.99,99.44,17.55,15.00,116.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,,,,-17.55,Furniture,Furniture & Decor,Sofas & Couches,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
200012172901868,1,108919151994929,1,,SALE,07/08/2024,1,JGWLMD030WH,06976391060555,Tolead Toilet Storage Cabinet with Toilet Paper Holder Stand White,2038710,,,OH,,,Marion,43302,Marketplace standard,136.20,107.94,19.05,15.00,126.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,9.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.21,Y,,,,-19.05,Furniture,Furniture & Decor,Bar Stools,BSE-82-2.0,,,N,Seller Fulfilled,Delivery,,0.00,,,,
